Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6116,39.0,1,1,0,0,2003.0,1,0,2,21,8,229,2,-1,0,3,0
6117,33.0,9,1,1,0,946.0,1,0,2,21,8,163,2,-1,0,3,0
6118,46.0,1,2,1,0,0.0,0,0,2,21,8,27,10,-1,0,3,0
6119,32.0,1,1,1,0,920.0,1,0,2,21,8,135,2,-1,0,3,0
6120,33.0,6,1,2,0,1545.0,1,0,2,21,8,357,2,-1,0,3,0
6121,28.0,7,2,1,0,-427.0,1,1,2,21,8,965,2,-1,0,3,0
6122,38.0,0,1,1,0,3732.0,1,0,2,21,8,379,2,-1,0,3,0
6123,33.0,9,2,2,0,8874.0,0,1,2,21,8,152,3,-1,0,3,0
6124,37.0,9,2,1,0,7867.0,1,0,2,21,8,36,2,-1,0,3,0
6125,32.0,4,2,2,0,1756.0,1,0,2,21,8,206,3,-1,0,3,0
6126,31.0,4,1,2,0,4924.0,1,0,2,21,8,389,2,-1,0,3,0
6127,32.0,9,1,1,0,4174.0,1,0,2,21,8,314,2,-1,0,3,0
6128,34.0,1,1,1,0,360.0,1,0,2,21,8,66,2,-1,0,3,0
6129,32.0,7,1,1,0,255.0,1,1,2,21,8,86,2,-1,0,3,0
6130,34.0,9,0,0,0,3744.0,1,0,2,21,8,489,2,-1,0,3,0
6131,37.0,4,1,2,0,2205.0,0,0,2,21,8,85,4,-1,0,3,0
6132,31.0,9,1,1,0,510.0,1,0,2,21,8,117,3,-1,0,3,0
6133,30.0,1,1,3,0,198.0,1,0,2,21,8,149,3,-1,0,3,0
6134,31.0,4,2,2,0,24870.0,1,0,2,21,8,634,2,-1,0,3,0
6135,32.0,1,1,1,0,43.0,1,0,2,21,8,173,2,-1,0,3,0
6136,33.0,0,2,1,0,1779.0,1,0,2,21,8,175,2,-1,0,3,0
6137,31.0,9,1,1,0,589.0,1,1,2,21,8,151,1,-1,0,3,0
6138,31.0,1,1,1,0,664.0,1,1,2,21,8,987,3,-1,0,3,0
6139,28.0,7,2,1,0,115.0,1,0,2,21,8,66,13,-1,0,3,0
6140,36.0,2,1,1,0,352.0,1,0,2,21,8,139,2,-1,0,3,0
6141,38.0,1,2,1,0,745.0,1,0,2,21,8,281,15,-1,0,3,0
6142,31.0,0,2,1,0,5527.0,1,0,2,21,8,132,1,-1,0,3,0
6143,31.0,7,2,1,0,629.0,1,0,2,21,8,369,2,-1,0,3,0
6144,36.0,1,1,1,0,342.0,1,1,2,21,8,88,3,-1,0,3,0
6145,37.0,9,2,1,0,3326.0,1,0,2,21,8,799,1,-1,0,3,1
6146,36.0,0,0,1,1,-491.0,1,1,2,21,8,671,3,-1,0,3,0
6147,31.0,1,2,1,0,0.0,1,0,2,21,8,397,9,-1,0,3,0
6148,34.0,7,1,1,0,286.0,1,0,2,21,8,703,1,-1,0,3,0
6149,34.0,4,1,2,0,4170.0,1,0,2,21,8,935,1,-1,0,3,0
6150,32.0,0,1,1,0,76.0,1,0,2,21,8,189,2,-1,0,3,0
6151,31.0,0,2,2,0,-194.0,0,0,2,21,8,165,2,-1,0,3,0
6152,33.0,0,1,1,0,1499.0,1,0,2,21,8,144,2,-1,0,3,0
6153,34.0,1,2,0,0,245.0,1,0,2,21,8,21,3,-1,0,3,0
6154,35.0,1,2,0,0,49.0,1,0,2,21,8,234,2,-1,0,3,0
6155,30.0,9,1,1,0,4733.0,1,0,2,21,8,81,2,-1,0,3,0
6156,36.0,1,1,0,0,0.0,1,0,2,21,8,59,2,-1,0,3,0
6157,26.0,4,2,2,0,1284.0,1,0,2,21,8,97,8,-1,0,3,0
6158,44.0,5,1,0,0,779.0,1,0,2,21,8,233,3,-1,0,3,0
6159,23.0,1,2,0,0,965.0,1,0,2,21,8,1161,4,-1,0,3,0
6160,36.0,1,0,1,0,625.0,1,0,2,21,8,265,2,-1,0,3,0
6161,39.0,1,1,0,0,568.0,1,0,2,21,8,173,3,-1,0,3,0
6162,49.0,1,1,1,0,913.0,1,1,2,21,8,178,3,-1,0,3,0
6163,38.0,1,1,1,0,622.0,1,0,2,21,8,611,2,-1,0,3,1
6164,51.0,4,1,1,0,140.0,1,0,2,21,8,45,10,-1,0,3,0
6165,25.0,7,2,1,0,-61.0,1,0,2,21,8,203,2,-1,0,3,0
6166,39.0,9,1,1,0,4441.0,1,0,2,21,8,86,2,-1,0,3,0
6167,31.0,1,1,1,0,1138.0,1,1,2,21,8,254,3,-1,0,3,0
6168,37.0,4,1,2,0,0.0,1,1,2,21,8,72,5,-1,0,3,0
6169,27.0,9,1,1,0,-147.0,1,1,2,21,8,239,4,-1,0,3,0
6170,32.0,1,1,0,0,159.0,1,0,2,21,8,207,3,-1,0,3,0
6171,34.0,1,1,0,0,336.0,1,0,2,21,8,713,4,-1,0,3,0
6172,46.0,1,1,1,0,2173.0,1,0,2,21,8,98,5,-1,0,3,0
6173,37.0,1,1,0,0,1455.0,1,0,2,21,8,165,2,-1,0,3,0
6174,36.0,1,1,1,0,439.0,1,0,2,21,8,260,5,-1,0,3,0
6175,32.0,1,1,1,0,783.0,1,0,2,21,8,923,3,-1,0,3,1
6176,31.0,1,2,0,0,-280.0,0,0,2,21,8,281,3,-1,0,3,0
6177,53.0,1,1,1,0,1023.0,1,0,2,21,8,150,3,-1,0,3,0
6178,33.0,9,0,1,0,4369.0,1,0,2,21,8,433,3,-1,0,3,0
6179,30.0,1,2,1,0,144.0,1,0,2,21,8,202,3,-1,0,3,0
6180,31.0,3,2,1,0,540.0,0,0,2,21,8,227,3,-1,0,3,0
6181,38.0,1,2,0,0,-5.0,1,0,2,21,8,30,12,-1,0,3,0
6182,30.0,1,2,1,0,906.0,1,1,2,21,8,218,7,-1,0,3,0
6183,49.0,1,1,1,0,1568.0,0,0,2,21,8,206,6,-1,0,3,0
6184,44.0,1,1,0,0,858.0,1,0,2,21,8,362,5,-1,0,3,0
6185,32.0,4,1,2,0,3696.0,0,0,2,21,8,315,3,-1,0,3,0
6186,56.0,0,1,1,0,3784.0,0,0,2,21,8,672,6,-1,0,3,0
6187,34.0,2,1,1,0,3119.0,1,0,2,21,8,250,4,-1,0,3,0
6188,27.0,1,2,0,0,1518.0,1,0,2,21,8,700,3,-1,0,3,0
6189,47.0,7,1,3,0,4822.0,1,0,2,21,8,154,5,-1,0,3,0
6190,35.0,7,1,1,0,0.0,1,0,2,21,8,190,5,-1,0,3,0
6191,40.0,4,2,2,0,1393.0,1,0,2,21,8,20,8,-1,0,3,0
6192,30.0,1,1,0,0,1023.0,1,0,2,21,8,168,3,-1,0,3,0
6193,48.0,4,1,2,0,4191.0,0,0,2,21,8,363,6,-1,0,3,0
6194,39.0,10,2,1,0,2645.0,1,0,2,21,8,339,3,-1,0,3,0
6195,33.0,1,1,1,0,0.0,1,0,2,21,8,521,3,-1,0,3,1
6196,38.0,1,1,1,0,776.0,1,0,2,21,8,135,2,-1,0,3,0
6197,33.0,1,1,0,0,1165.0,1,0,2,21,8,420,2,-1,0,3,0
6198,37.0,4,1,2,0,412.0,1,0,2,21,8,110,4,-1,0,3,0
6199,57.0,4,0,2,0,461.0,1,0,2,21,8,142,10,-1,0,3,0
6200,36.0,1,1,0,0,-402.0,0,0,2,21,8,173,6,-1,0,3,0
6201,37.0,4,1,2,0,1813.0,1,0,2,21,8,291,4,-1,0,3,0
6202,32.0,4,2,2,0,1169.0,1,0,2,21,8,322,2,-1,0,3,0
6203,26.0,2,2,1,0,0.0,1,0,2,21,8,339,10,-1,0,3,0
6204,33.0,1,1,0,0,511.0,1,0,2,21,8,304,2,-1,0,3,0
6205,46.0,1,1,0,0,328.0,1,0,2,21,8,526,8,-1,0,3,0
6206,27.0,7,2,1,0,259.0,1,0,2,23,8,78,10,-1,0,3,0
6207,52.0,1,1,0,0,126.0,0,0,2,23,8,93,4,-1,0,3,0
6208,36.0,9,1,1,0,5902.0,1,0,2,23,8,219,4,-1,0,3,0
6209,33.0,4,1,2,0,10.0,1,0,2,23,8,72,5,-1,0,3,0
6210,35.0,4,2,2,0,3137.0,1,0,2,23,8,72,3,-1,0,3,0
6211,35.0,0,1,1,0,2238.0,1,0,2,23,8,42,3,-1,0,3,0
6212,28.0,6,2,1,0,131.0,1,0,2,23,8,407,14,-1,0,3,0
6213,35.0,1,2,1,0,773.0,1,0,2,23,8,136,2,-1,0,3,0
6214,30.0,7,2,1,0,399.0,1,1,2,23,8,158,3,-1,0,3,0
6215,52.0,4,1,1,0,173.0,0,0,2,23,8,48,5,-1,0,3,0
6216,36.0,1,2,1,0,690.0,1,0,2,23,8,86,2,-1,0,3,0
6217,39.0,7,1,0,0,1601.0,1,0,2,23,8,201,2,-1,0,3,0
6218,39.0,1,1,1,0,439.0,1,0,2,23,8,214,3,-1,0,3,0
6219,33.0,4,1,1,0,3132.0,1,0,2,23,8,350,5,-1,0,3,0
6220,32.0,7,2,1,0,-408.0,1,0,2,23,8,253,2,-1,0,3,0
6221,29.0,0,1,1,0,265.0,1,0,2,23,8,329,2,-1,0,3,0
6222,37.0,9,2,1,0,363.0,1,0,2,23,8,110,3,-1,0,3,0
6223,43.0,9,1,1,0,8541.0,1,0,2,23,8,259,9,-1,0,3,0
6224,33.0,9,2,1,0,486.0,1,0,2,23,8,363,2,-1,0,3,0
6225,33.0,9,2,2,0,594.0,1,1,2,23,8,149,1,-1,0,3,0
6226,32.0,1,1,1,1,98.0,0,1,2,23,8,174,1,-1,0,3,0
6227,54.0,1,0,1,0,462.0,1,0,2,23,8,260,3,-1,0,3,0
6228,33.0,1,2,1,0,372.0,1,0,2,23,8,92,1,-1,0,3,0
6229,33.0,0,2,1,0,1221.0,1,0,2,23,8,245,1,-1,0,3,0
6230,38.0,6,2,2,0,917.0,1,0,2,23,8,260,1,-1,0,3,0
6231,34.0,4,2,2,0,0.0,1,0,2,23,8,346,1,-1,0,3,0
6232,33.0,9,1,1,0,884.0,1,0,2,23,8,271,1,-1,0,3,0
6233,32.0,9,1,1,0,587.0,1,0,2,23,8,203,1,-1,0,3,0
6234,31.0,6,2,2,0,91.0,0,0,2,23,8,206,1,-1,0,3,0
6235,33.0,2,1,0,0,165.0,1,0,2,23,8,218,1,-1,0,3,0
6236,34.0,9,1,1,0,456.0,1,0,2,23,8,621,1,-1,0,3,0
6237,35.0,1,1,0,0,994.0,1,0,2,23,8,1349,8,-1,0,3,1
6238,31.0,9,2,2,0,1710.0,1,0,2,23,8,385,1,-1,0,3,0
6239,33.0,1,1,1,0,1138.0,1,1,2,23,8,509,1,-1,0,3,0
6240,31.0,1,1,1,0,360.0,1,0,2,23,8,395,1,-1,0,3,0
6241,32.0,4,1,2,0,2737.0,1,1,2,23,8,38,1,-1,0,3,0
6242,36.0,4,1,2,0,8564.0,1,0,2,23,8,125,1,-1,0,3,0
6243,30.0,1,2,1,0,435.0,1,1,2,23,8,128,1,-1,0,3,0
6244,43.0,9,2,2,0,4243.0,1,0,2,23,8,30,10,-1,0,3,0
6245,55.0,1,1,1,0,989.0,1,1,2,23,8,246,4,-1,0,3,0
6246,31.0,9,2,1,0,1186.0,1,0,2,23,8,136,1,-1,0,3,0
6247,32.0,1,1,0,0,1261.0,1,0,2,23,8,132,1,-1,0,3,0
6248,33.0,1,1,1,0,25.0,1,0,2,23,8,3,3,-1,0,3,0
6249,31.0,1,1,0,0,206.0,1,0,2,23,8,1171,1,-1,0,3,0
6250,35.0,9,2,1,0,11423.0,1,0,2,23,8,107,1,-1,0,3,0
6251,30.0,1,1,0,0,184.0,1,0,2,23,8,217,1,-1,0,3,0
6252,35.0,6,0,2,0,1354.0,1,0,2,23,8,736,2,-1,0,3,1
6253,29.0,6,1,2,0,751.0,1,0,2,23,8,121,2,-1,0,3,0
6254,36.0,1,1,0,0,711.0,1,0,2,23,8,154,2,-1,0,3,0
6255,37.0,1,1,1,0,453.0,1,1,2,23,8,98,1,-1,0,3,0
6256,32.0,9,1,2,0,1129.0,1,0,2,23,8,189,1,-1,0,3,0
6257,33.0,2,1,0,0,237.0,1,0,2,23,8,89,1,-1,0,3,0
6258,34.0,7,2,1,0,1239.0,1,0,2,23,8,164,1,-1,0,3,0
6259,37.0,9,1,1,0,0.0,1,0,2,23,8,412,6,-1,0,3,0
6260,33.0,1,1,0,0,392.0,1,0,2,23,8,302,1,-1,0,3,0
6261,34.0,1,1,0,0,2490.0,1,0,2,23,8,192,1,-1,0,3,0
6262,37.0,9,2,1,0,6714.0,1,0,2,23,8,90,1,-1,0,3,0
6263,31.0,1,1,1,0,873.0,1,0,2,23,8,145,4,-1,0,3,0
6264,34.0,9,1,1,0,1464.0,1,0,2,23,8,350,1,-1,0,3,0
6265,35.0,1,2,0,0,90.0,1,0,2,23,8,203,1,-1,0,3,0
6266,31.0,1,1,1,0,714.0,1,0,2,23,8,254,1,-1,0,3,0
6267,33.0,1,1,0,0,463.0,1,0,2,23,8,230,1,-1,0,3,0
6268,40.0,6,1,1,0,1516.0,1,1,2,23,8,373,1,-1,0,3,0
6269,31.0,1,2,1,0,509.0,1,0,2,23,8,183,1,-1,0,3,0
6270,30.0,9,1,1,0,207.0,1,0,2,23,8,72,2,-1,0,3,0
6271,30.0,4,2,2,0,3967.0,1,0,2,23,8,534,1,-1,0,3,0
6272,37.0,1,1,0,0,3517.0,1,0,2,23,8,445,1,-1,0,3,0
6273,38.0,7,1,1,0,435.0,1,0,2,23,8,193,2,-1,0,3,0
6274,33.0,1,1,1,0,6227.0,1,0,2,23,8,76,2,-1,0,3,0
6275,34.0,9,1,1,0,1092.0,0,0,2,23,8,268,1,-1,0,3,0
6276,35.0,7,0,1,0,394.0,1,0,2,23,8,154,1,-1,0,3,0
6277,30.0,1,2,1,0,239.0,1,0,2,23,8,785,1,-1,0,3,1
6278,40.0,1,1,0,1,-509.0,1,0,2,23,8,298,1,-1,0,3,0
6279,31.0,7,2,1,0,-32.0,1,0,2,23,8,157,1,-1,0,3,0
6280,32.0,4,2,2,0,11315.0,0,0,2,23,8,286,1,-1,0,3,0
6281,31.0,7,1,1,0,1273.0,1,0,2,23,8,442,1,-1,0,3,0
6282,30.0,7,2,1,0,1649.0,1,0,2,23,8,206,1,-1,0,3,0
6283,34.0,7,2,1,0,84.0,1,0,2,23,8,299,1,-1,0,3,0
6284,30.0,1,1,1,0,278.0,1,1,2,23,8,1073,1,-1,0,3,1
6285,32.0,7,2,1,0,2459.0,1,1,2,23,8,162,1,-1,0,3,0
6286,31.0,9,1,1,0,4941.0,1,0,2,23,8,504,1,-1,0,3,0
6287,34.0,1,0,1,0,3798.0,1,0,2,23,8,488,1,-1,0,3,0
6288,30.0,1,1,0,0,597.0,1,0,2,23,8,190,1,-1,0,3,0
6289,32.0,4,2,1,0,-32.0,1,0,2,23,8,139,1,-1,0,3,0
6290,37.0,0,1,1,0,525.0,1,0,2,23,8,425,1,-1,0,3,0
6291,33.0,6,1,2,0,416.0,1,1,2,23,8,290,1,-1,0,3,0
6292,31.0,0,2,1,0,680.0,1,0,2,23,8,152,1,-1,0,3,0
6293,37.0,0,0,2,0,4303.0,1,0,2,23,8,168,1,-1,0,3,0
6294,32.0,4,2,2,0,3050.0,1,0,2,23,8,298,1,-1,0,3,0
6295,34.0,1,1,1,0,750.0,1,0,2,23,8,204,1,-1,0,3,0
6296,34.0,0,2,1,0,5547.0,1,0,2,23,8,313,1,-1,0,3,0
6297,35.0,4,2,2,0,643.0,1,0,2,23,8,322,1,-1,0,3,0
6298,33.0,9,0,2,0,-386.0,1,0,2,23,8,530,1,-1,0,3,0
6299,31.0,4,1,2,0,5889.0,1,0,2,23,8,237,1,-1,0,3,0
6300,32.0,7,1,1,0,207.0,1,0,2,23,8,360,1,-1,0,3,0
6301,32.0,8,2,1,0,1883.0,1,0,2,23,8,57,1,-1,0,3,0
6302,32.0,1,1,0,0,697.0,1,0,2,23,8,700,1,-1,0,3,0
6303,31.0,6,2,2,0,14692.0,1,0,2,23,8,601,1,-1,0,3,0
6304,30.0,1,1,0,0,595.0,1,0,2,23,8,231,1,-1,0,3,0
6305,30.0,4,2,2,0,1243.0,1,0,2,23,8,135,1,-1,0,3,0
6306,41.0,6,1,2,0,-326.0,1,1,2,23,8,86,2,-1,0,3,0
6307,33.0,4,1,2,0,17946.0,1,0,2,23,8,256,1,-1,0,3,0
6308,34.0,0,0,1,0,2144.0,1,0,2,23,8,157,1,-1,0,3,0
6309,39.0,4,1,1,0,1410.0,1,0,2,23,8,55,1,-1,0,3,0
6310,33.0,4,1,3,0,18347.0,1,0,2,23,8,415,1,-1,0,3,0
6311,33.0,9,2,1,0,177.0,1,0,2,23,8,293,1,-1,0,3,0
6312,22.0,1,2,1,0,0.0,1,0,2,23,8,816,2,-1,0,3,0
6313,35.0,9,1,1,0,291.0,0,0,2,23,8,100,1,-1,0,3,0
6314,34.0,0,2,1,0,1880.0,1,0,2,23,8,297,1,-1,0,3,0
6315,31.0,4,1,2,0,7.0,1,0,2,23,8,191,1,-1,0,3,0
6316,39.0,9,2,2,0,21.0,1,0,2,23,8,58,1,-1,0,3,0
6317,30.0,4,2,2,0,136.0,1,0,2,23,8,152,1,-1,0,3,0
6318,36.0,9,2,1,0,9068.0,1,0,2,23,8,98,1,-1,0,3,0
6319,31.0,2,2,1,0,159.0,1,0,2,23,8,533,1,-1,0,3,0
6320,42.0,7,1,0,0,2557.0,1,0,2,23,8,28,3,-1,0,3,0
6321,39.0,9,1,1,0,287.0,1,0,2,23,8,63,1,-1,0,3,0
6322,25.0,8,2,1,0,1765.0,1,0,2,23,8,135,2,-1,0,3,0
6323,34.0,1,1,0,0,571.0,1,0,2,23,8,202,2,-1,0,3,0
6324,31.0,0,2,2,0,0.0,1,1,2,23,8,181,1,-1,0,3,0
6325,35.0,9,1,1,0,700.0,1,0,2,23,8,240,2,-1,0,3,0
6326,44.0,1,2,3,0,0.0,1,0,2,23,8,354,4,-1,0,3,0
6327,28.0,1,1,1,0,59.0,1,1,2,23,8,293,2,-1,0,3,0
6328,28.0,9,2,2,0,370.0,1,0,2,23,8,108,5,-1,0,3,0
6329,31.0,2,1,2,0,0.0,1,0,2,23,8,275,2,-1,0,3,0
6330,32.0,1,1,0,0,225.0,1,0,2,23,8,23,1,-1,0,3,0
6331,36.0,0,1,1,0,-118.0,1,1,2,23,8,263,2,-1,0,3,0
6332,32.0,9,2,2,0,390.0,1,0,2,23,8,85,1,-1,0,3,0
6333,37.0,4,2,2,0,1379.0,1,0,2,23,8,319,3,-1,0,3,0
6334,36.0,1,2,1,0,1168.0,1,0,2,23,8,242,3,-1,0,3,0
6335,41.0,5,1,1,0,287.0,0,0,2,23,8,236,2,-1,0,3,0
6336,32.0,1,1,1,0,2549.0,1,0,2,23,8,246,3,-1,0,3,0
6337,34.0,0,1,1,0,79.0,1,0,2,23,8,83,1,-1,0,3,0
6338,31.0,4,2,2,0,0.0,1,0,2,23,8,391,1,-1,0,3,0
6339,32.0,1,1,0,0,827.0,1,0,2,23,8,230,2,-1,0,3,0
6340,39.0,4,1,2,0,12.0,1,0,2,23,8,130,1,-1,0,3,0
6341,36.0,1,1,0,0,973.0,1,1,2,23,8,293,1,-1,0,3,0
6342,34.0,3,2,1,0,1408.0,1,0,2,23,8,245,1,-1,0,3,0
6343,34.0,1,1,1,0,2495.0,1,0,2,23,8,924,1,-1,0,3,1
6344,35.0,4,1,1,0,339.0,1,0,2,23,8,317,1,-1,0,3,0
6345,32.0,9,1,1,0,0.0,1,0,2,23,8,134,2,-1,0,3,0
6346,36.0,1,1,1,0,520.0,1,0,2,23,8,110,2,-1,0,3,0
6347,40.0,7,0,1,0,5745.0,1,1,2,23,8,37,1,-1,0,3,0
6348,36.0,1,1,1,0,222.0,1,0,2,23,8,188,1,-1,0,3,0
6349,33.0,6,1,2,0,-355.0,1,0,2,23,8,911,2,-1,0,3,0
6350,31.0,4,0,2,0,1804.0,1,0,2,23,8,206,1,-1,0,3,0
6351,30.0,1,1,1,0,253.0,1,0,2,23,8,160,2,-1,0,3,0
6352,33.0,1,1,1,0,524.0,1,0,2,23,8,156,2,-1,0,3,0
6353,29.0,0,2,1,0,132.0,0,0,2,23,8,314,3,-1,0,3,0
6354,36.0,4,0,2,1,-1.0,1,1,2,23,8,268,1,-1,0,3,0
6355,47.0,9,1,1,0,-401.0,1,0,2,23,8,78,1,-1,0,3,0
6356,32.0,1,1,0,0,410.0,1,0,2,23,8,115,2,-1,0,3,0
6357,32.0,9,1,1,0,3155.0,1,0,2,23,8,99,3,-1,0,3,0
6358,50.0,9,1,2,0,247.0,0,0,2,23,8,173,1,-1,0,3,0
6359,41.0,4,2,2,0,16.0,0,0,2,23,8,95,1,-1,0,3,0
6360,29.0,3,1,1,0,823.0,1,0,2,23,8,14,2,-1,0,3,0
6361,24.0,0,2,2,0,1141.0,1,0,2,23,8,230,1,-1,0,3,0
6362,56.0,1,1,0,0,246.0,1,0,2,23,8,438,1,-1,0,3,0
6363,55.0,1,1,3,0,-102.0,1,0,2,23,8,35,1,-1,0,3,0
6364,32.0,4,2,2,0,151.0,0,0,2,23,8,111,2,-1,0,3,0
6365,32.0,9,2,2,0,1212.0,1,0,2,23,8,463,2,-1,0,3,0
6366,56.0,5,1,1,0,397.0,1,0,2,23,8,252,1,-1,0,3,0
6367,32.0,6,1,0,0,-6.0,0,0,2,23,8,881,2,-1,0,3,0
6368,28.0,1,2,1,0,56.0,1,0,2,23,8,66,1,-1,0,3,0
6369,34.0,1,2,1,0,1156.0,1,0,2,23,8,234,2,-1,0,3,0
6370,36.0,1,1,0,0,-327.0,1,1,2,23,8,691,1,-1,0,3,0
6371,26.0,8,2,2,0,1570.0,1,0,2,23,8,81,1,-1,0,3,0
6372,51.0,4,0,1,0,-175.0,1,1,2,23,8,270,1,-1,0,3,0
6373,43.0,9,0,1,0,353.0,1,0,2,23,8,153,1,-1,0,3,0
6374,42.0,0,2,1,0,61.0,1,0,2,23,8,65,1,-1,0,3,0
6375,31.0,4,2,2,0,-1206.0,1,0,2,23,8,390,1,-1,0,3,0
6376,29.0,1,2,1,0,208.0,1,0,2,23,8,249,1,-1,0,3,0
6377,28.0,1,2,1,0,38.0,1,0,2,23,8,31,1,-1,0,3,0
6378,52.0,0,0,1,0,-209.0,1,1,2,23,8,161,1,-1,0,3,0
6379,44.0,9,0,3,0,759.0,1,0,2,23,8,397,1,-1,0,3,0
6380,38.0,1,1,1,0,-40.0,1,0,2,23,8,227,1,-1,0,3,0
6381,28.0,1,1,0,0,4.0,1,0,2,23,8,7,1,-1,0,3,0
6382,24.0,7,1,1,0,45.0,1,1,2,23,8,465,1,-1,0,3,0
6383,29.0,7,1,1,0,-753.0,1,1,2,23,8,98,1,-1,0,3,0
6384,24.0,9,2,1,0,820.0,1,0,2,23,8,665,1,-1,0,3,0
6385,32.0,9,0,2,0,0.0,1,1,2,23,8,80,1,-1,0,3,0
6386,27.0,1,2,1,0,672.0,1,0,2,23,8,164,1,-1,0,3,0
6387,41.0,9,1,2,0,-762.0,1,1,2,23,8,145,1,-1,0,3,0
6388,42.0,4,2,2,0,422.0,1,0,2,23,8,25,2,-1,0,3,0
6389,25.0,1,1,1,0,51.0,1,0,2,23,8,76,2,-1,0,3,0
6390,36.0,0,1,1,0,1601.0,1,0,2,23,8,163,3,-1,0,3,0
6391,36.0,1,0,1,0,2278.0,1,0,2,23,8,152,2,-1,0,3,0
6392,24.0,7,1,1,1,110.0,1,0,2,23,8,27,1,-1,0,3,0
6393,32.0,9,2,2,0,539.0,1,1,2,23,8,281,2,-1,0,3,0
6394,37.0,0,2,1,0,-332.0,1,0,2,23,8,284,2,-1,0,3,0
6395,46.0,0,2,3,1,0.0,0,0,2,23,8,378,2,-1,0,3,0
6396,29.0,0,2,1,0,468.0,1,1,2,23,8,353,1,-1,0,3,0
6397,43.0,10,1,0,0,240.0,1,0,2,23,8,83,2,-1,0,3,0
6398,30.0,7,1,1,0,2.0,0,1,2,23,8,50,3,-1,0,3,0
6399,33.0,7,0,1,1,339.0,1,0,2,23,8,496,4,-1,0,3,0
6400,46.0,4,2,1,0,295.0,1,0,2,23,8,141,6,-1,0,3,0
6401,54.0,9,1,1,0,7252.0,0,0,2,23,8,139,2,-1,0,3,0
6402,36.0,9,1,1,0,1109.0,1,0,2,23,8,122,5,-1,0,3,0
6403,40.0,4,0,2,0,-319.0,1,0,2,23,8,59,3,-1,0,3,0
6404,34.0,9,1,1,0,5553.0,1,0,2,23,8,258,5,-1,0,3,0
6405,30.0,7,2,1,0,187.0,1,0,2,23,8,110,1,-1,0,3,0
6406,30.0,1,1,1,0,2080.0,1,0,2,23,8,466,2,-1,0,3,0
6407,45.0,4,1,2,0,-319.0,1,0,2,23,8,254,1,-1,0,3,0
6408,25.0,1,2,0,0,-221.0,1,0,2,23,8,250,1,-1,0,3,0
6409,28.0,7,1,1,0,2114.0,0,1,2,23,8,79,1,-1,0,3,0
6410,30.0,1,2,0,0,4009.0,1,0,2,23,8,260,4,-1,0,3,0
6411,35.0,0,0,1,0,579.0,1,0,2,23,8,250,3,-1,0,3,0
6412,48.0,9,1,1,0,3142.0,0,0,2,23,8,563,1,-1,0,3,0
6413,35.0,1,1,3,0,-205.0,1,0,2,23,8,147,14,-1,0,3,0
6414,30.0,1,2,1,0,79.0,0,0,2,23,8,125,3,-1,0,3,0
6415,38.0,9,2,1,0,-591.0,1,0,2,23,8,71,1,-1,0,3,0
6416,55.0,9,1,2,0,440.0,0,0,2,23,8,556,1,-1,0,3,0
6417,32.0,1,0,3,1,-274.0,1,1,2,23,8,456,2,-1,0,3,0
6418,45.0,7,1,1,0,0.0,1,1,2,23,8,268,1,-1,0,3,0
6419,35.0,9,2,2,0,2043.0,1,1,2,23,8,159,2,-1,0,3,0
6420,30.0,1,1,1,0,282.0,1,1,2,23,8,148,2,-1,0,3,0
6421,31.0,4,2,2,0,-26.0,1,1,2,23,8,448,1,-1,0,3,0
6422,46.0,4,1,2,0,-267.0,0,0,2,23,8,249,3,-1,0,3,0
6423,29.0,4,2,2,0,368.0,1,0,2,23,8,160,1,-1,0,3,0
6424,33.0,1,1,1,0,745.0,1,0,2,23,8,115,4,-1,0,3,0
6425,49.0,4,1,3,0,383.0,1,0,2,23,8,290,3,-1,0,3,0
6426,37.0,7,0,1,0,239.0,1,0,2,23,8,140,2,-1,0,3,0
6427,47.0,7,1,1,0,382.0,1,0,2,23,8,57,4,-1,0,3,0
6428,39.0,0,0,1,0,2679.0,1,1,2,23,8,811,1,-1,0,3,0
6429,32.0,1,2,1,0,3.0,1,0,2,23,8,108,3,-1,0,3,0
6430,55.0,9,1,3,0,4746.0,1,0,2,23,8,288,3,-1,0,3,0
6431,41.0,9,2,1,0,30.0,0,0,2,23,8,1003,1,-1,0,3,0
6432,39.0,10,1,1,0,-455.0,1,0,2,23,8,542,2,-1,0,3,0
6433,30.0,9,1,1,0,0.0,1,0,2,23,8,541,2,-1,0,3,0
6434,31.0,1,2,1,0,-78.0,1,1,2,23,8,198,2,-1,0,3,0
6435,30.0,4,1,2,0,302.0,1,1,2,23,8,302,1,-1,0,3,0
6436,44.0,0,1,3,0,-299.0,1,0,2,23,8,268,1,-1,0,3,0
6437,31.0,10,2,2,0,1611.0,1,0,2,23,8,154,2,-1,0,3,0
6438,34.0,4,1,2,0,498.0,1,0,2,23,8,216,2,-1,0,3,0
6439,32.0,0,1,1,0,0.0,0,0,2,23,8,206,3,-1,0,3,0
6440,26.0,10,1,2,0,454.0,1,1,2,23,8,28,18,-1,0,3,0
6441,39.0,6,0,1,0,0.0,1,0,2,23,8,210,2,-1,0,3,0
6442,35.0,0,0,1,0,30.0,0,0,2,23,8,186,1,-1,0,3,0
6443,35.0,7,2,1,0,511.0,1,1,2,23,8,472,1,-1,0,3,0
